poi_code	orig_postcode	orig_city	orig_street	orig_housenumber	orig_conscriptionnumber	orig_name	new_postcode	new_city	new_street	new_housenumber	new_conscriptionnumber	new_name
*	7628	Pécs	Siklósi út	66			7632	Pécs	Siklósi út	66		
*	7623	Pécs	Berze Nagy János út				7633	Pécs	Berze Nagy János utca			
*	7621	Pécs	Esztergár L utca	*			7633	Pécs	Esztergár Lajos utca	*		
*	7633	Pécs	Pollack M. utca	*			7633	Pécs	Pollack Mihály utca	*		
*	7634	Pécs	Magyarürögi utca	*			7634	Pécs	Magyarürögi út	*		
*	7634	Pécs	Makay István utca	*			7634	Pécs	Makay István út	*		
*	7634	Pécs	MAKAY ISTVÁN út				7634	Pécs	Makay István út			
*	7632	Pécs	Nyugati Ipari út				7634	Pécs	Nyugati ipari út			
*	7636	Pécs	Málom-Hegyi utca	*			7636	Pécs	Málomhegyi út	*		
*	7639	Kökény	Petőfi Sándor út	*			7639	Kökény	Petőfi utca	*		
*	7668	Keszü	Petőfi Sándor utca	*			7668	Keszü	Petőfi utca	*		
*	7671	Bicsérd	Rózsa Ferenc utca	*			7671	Bicsérd	Rózsa utca	*		
*	7691	Pécs	Búzakalász. utca	*			7691	Pécs	Búzakalász utca	*		
*	7694	Hosszúhetény	Fő út	*			7694	Hosszúhetény	Fő utca	*		
*	7700	Mohács	Radnódi lakótelep	*			7700	Mohács	Radnóti lakótelep	*		
*	7717	Kölked	II Lajos utca	*			7717	Kölked	II. Lajos utca	*		
*	7727	Palotabozsok	Kossuth Lajos utca	*			7727	Palotabozsok	Kossuth utca	*		
*	7733	Geresdlak	Hunyadi utca	*			7733	Geresdlak	Hunyadi János utca	*		
*	0	Geresdlak	Hunyadi János utca				7733	Geresdlak	Hunyadi János utca			
*	7735	Himesháza	Kossuth Lajos utca	*			7735	Himesháza	Kossuth utca	*		
*	7751	Szederkény	Pécsi utca	*			7751	Szederkény	Pécsi út	*		
*	7751	Szederkény	Pécsi utca	32/A			7751	Szederkény	Pécsi út	32/a		
*	7755	Töttös	Hunyadi utca	*			7755	Töttös	Hunyadi János utca	*		
*	7759	Lánycsók	Kossuth utca	*			7759	Lánycsók	Kossuth Lajos utca	*		
*	7761	Kozármisleny	Március 15 tér	*			7761	Kozármisleny	Március 15. tér	*		
*	7763	Egerág	Szabadság utca	*			7763	Egerág	Szabadság tér	*		
*	7766	Újpetre	Kossuth utca	*			7766	Újpetre	Kossuth Lajos utca	*		
*	7768	Vokány	Kossuth utca	*			7768	Vokány	Kossuth Lajos utca	*		
*	7785	Sátorhely	Várudvar utca	*			7785	Sátorhely	Várudvar	*		
*	7800	Siklós	Harkányi utca	*			7800	Siklós	Harkányi út	*		
*	7811	Szalánta	Hunyadi utca	*			7811	Szalánta	Hunyadi János utca	*		
*	7815	Harkány	Bajcsy-Zsilinszky utca	*			7815	Harkány	Bajcsy-Zsilinszky Endre utca	*		
*	7815	Harkány	Siklósi utca		2365/2		7815	Harkány	Siklósi út		2365/2	
*	7817	Diósviszló	Petőfi utca	*			7817	Diósviszló	Petőfi Sándor utca	*		
*	7822	Nagyharsány	Kossuth utca	*			7822	Nagyharsány	Kossuth Lajos utca	*		
*	7827	Beremend	Petőfi utca	1/D			7827	Beremend	Petőfi Sándor utca	1/d		
*	7834	Baksa	Hunyadi utca	*			7834	Baksa	Hunyadi János utca	*		
*	7900	Szigetvár	Széchenyi út	*			7900	Szigetvár	Széchenyi utca	*		
*	7932	Mozsgó	Batthyány utca	*			7932	Mozsgó	Batthyány Lajos utca	*		
*	7940	Szentlőrinc	Munkácsy M. utca	*			7940	Szentlőrinc	Munkácsy Mihály utca	*		
*	7940	Szentlőrinc	Pécsi utca	*			7940	Szentlőrinc	Pécsi út	*		
*	7940	Szentlőrinc	Pécsi utca	21/A			7940	Szentlőrinc	Pécsi út	21/a		
hupostapo	7951	Szabadszentkirály	Petőfi Sándor utca	79			7951	Szabadszentkirály	Petőfi Sándor utca	86		
*	7953	Királyegyháza	Petőfi utca	*			7953	Királyegyháza	Petőfi Sándor utca	*		
*	7954	Magyarmecske	Petőfi utca	*			7954	Magyarmecske	Petőfi Sándor utca	*		
*	7960	Sellye	Mátyás Király utca	*			7960	Sellye	Mátyás király utca	*		
*	7964	Csányoszró	Kossuth utca	*			7964	Csányoszró	Kossuth Lajos utca	*		
*	8000	Székesfehérvár	Aszalvölgyi utca	*			8000	Székesfehérvár	Aszalvölgyi út	*		
*	8000	Székesfehérvár	Balatoni u.	*			8000	Székesfehérvár	Balatoni út	*		
*	8000	Székesfehérvár	balatoni út				8000	Székesfehérvár	Balatoni út			
*	8000	Székesfehérvár	Deák F utca	*			8000	Székesfehérvár	Deák Ferenc utca	*		
*	8000	Székesfehérvár	Donáth utca	*			8000	Székesfehérvár	Donát utca	*		
*	8000	Székesfehérvár	Donáth utca				8000	Székesfehérvár	Donát utca			
*	8000	Székesfehérvár	Kadocsa út	*			8000	Székesfehérvár	Kadocsa utca	*		
hupostacso	8050	Székesfehérvár	Kaszap István utca	3			8000	Székesfehérvár	Kaszap István utca	3		
*	8000	Székesfehérvár	Kelemen B. utca	*			8000	Székesfehérvár	Kelemen Béla utca	*		
*	8000	Székesfehérvár	Mátyás Király körút				8000	Székesfehérvár	Mátyás király körút			
*	8000	Székesfehérvár	M7 autópálya 60. km. Fehérvári pihenő				8000	Székesfehérvár	M7 autópálya			
*	8000	Székesfehérvár	Palotai út (Fehérpalota üzletház)	*			8000	Székesfehérvár	Palotai út	*		
*	8000	Székesfehérvár	Palotai út út	*			8000	Székesfehérvár	Palotai út	*		
*	8000	Székesfehérvár	palotai út				8000	Székesfehérvár	Palotai út			
*	8000	Székesfehérvár	Pozsonyi utca	99/A			8000	Székesfehérvár	Pozsonyi út	99/a		
*	8000	Székesfehérvár	Széchenyi út	*			8000	Székesfehérvár	Széchenyi utca	*		
*	8000	Székesfehérvár	Szent Flórian körút	*			8000	Székesfehérvár	Szent Flórián körút	*		
*	8000	Székesfehérvár	Szent Flórián krt	*			8000	Székesfehérvár	Szent Flórián körút	*		
*	8000	Székesfehérvár	Távirda u.	*			8000	Székesfehérvár	Távirda utca	*		
*	8000	Székesfehérvár	Várkörút 	*			8000	Székesfehérvár	Várkörút	*		
*	8043	Iszkaszentgyörgy	Rákóczi utca	*			8043	Iszkaszentgyörgy	Rákóczi Ferenc utca	*		
*	8055	Balinka	Gajavölgyi utca	*			8055	Balinka	Gajavölgy utca	*		
*	8056	Bakonycsernye	Rákóczi utca	*			8056	Bakonycsernye	Rákóczi út	*		
*	8060	Mór	Dózsa György út	*			8060	Mór	Dózsa György utca	*		
hupostapo	8065	Nagyveleg	Móri utca	2/a.			8065	Nagyveleg	Móri utca	2/a		
*	8083	Csákvár	Széchenyi út	*			8083	Csákvár	Széchenyi utca	*		
*	8087	Alcsútdoboz	Béke út	*			8087	Alcsútdoboz	Béke utca	*		
*	8088	Tabajd	Dózsa György út	*			8088	Tabajd	Dózsa György utca	*		
*	8092	Pátka	Gárdonyi utca	*			8092	Pátka	Gárdonyi Géza utca	*		
hupostapo	8096	Sukoró	Fő utca	44.			8096	Sukoró	Fő utca	44		
*	8100	Várpalota	Fehérvári utca	*			8100	Várpalota	Fehérvári út	*		
*	8100	Várpalota	Gárdonyi Géza út	*			8100	Várpalota	Gárdonyi Géza utca	*		
*	8100	Várpalota	Kossuth utca	*			8100	Várpalota	Kossuth Lajos utca	*		
*	8100	Várpalota	Szent István utca	*			8100	Várpalota	Szent István útja	*		
*	8100	Várpalota	Táncsics utca	*			8100	Várpalota	Táncsics Mihály utca	*		
hupostapo	8101	Várpalota	Szent István utca	5			8101	Várpalota	Szent István útja	5		
*	8105	Pétfürdő	Berhidai utca	*			8105	Pétfürdő	Berhidai út	*		
*	8121	Tác	Ady utca	*			8121	Tác	Ady Endre utca	*		
*	8124	Káloz	Sörház tér	*			8124	Káloz	2602443	*		
*	8126	Sárszentágota	Szabadság tér	*			8126	Sárszentágota	2602446	*		
*	8127	Aba	Rákóczi utca	*			8127	Aba	Rákóczi Ferenc utca	*		
huaviafu	0		Dózsa György út	119			8130	Enying	Dózsa György utca	119		
*	8135	Dég	Kossuth utca	*			8135	Dég	Kossuth Lajos utca	*		
*	8137	Mezőkomárom	Jókai Mór utca	*			8137	Mezőkomárom	Jókai utca	*		
*	8142	Úrhida	Kossuth Lajos utca	*			8142	Úrhida	Kossuth utca	*		
*	8146	Jenő	Batthyány utca	*			8146	Jenő	Batthyány Lajos utca	*		
*	8152	Kőszárhegy	Fő utca	*			8152	Kőszárhegy	Fő út	*		
*	8157	Füle	Széchenyi út	*			8157	Füle	Széchenyi utca	*		
*	8172	Balatonakarattya	Rákóczi utca	*			8172	Balatonakarattya	Rákóczi út	*		
*	8174	Balatonkenese	Balaton utca	*			8174	Balatonkenese	Balatoni út	*		
*	8175	Balatonfűzfő	Árpád út	*			8175	Balatonfűzfő	Árpád utca	*		
*	8194	Vilonya	Kossuth utca	*			8194	Vilonya	Kossuth Lajos utca	*		
*	8200	Veszprém	Almádi utca				8200	Veszprém	Almádi út			
*	8200	Veszprém	Aradi Vértanúk útja	*			8200	Veszprém	Aradi vértanúk útja	*		
*	8200	Veszprém	Bajcsy- Zsilinszky u.	*			8200	Veszprém	Bajcsy-Zsilinszky Endre utca	*		
*	8200	Veszprém	Budapesti út	*			8200	Veszprém	Budapest út	*		
*	8200	Veszprém	Damjanich utca	4/A			8200	Veszprém	Damjanich János utca	4/a		
*	8200	Veszprém	Jutasi utca	*			8200	Veszprém	Jutasi út	*		
hupostacso	8210	Veszprém	Kossuth Lajos utca	19			8200	Veszprém	Kossuth Lajos utca	19		
*	8200	Veszprém	Külsö Kádártai út	*			8200	Veszprém	Külső-Kádártai út	*		
*	8200	Veszprém	Külső-Kádártai utca	*			8200	Veszprém	Külső-Kádártai út	*		
*	8200	Veszprém	Külső-kádártai utca	*			8200	Veszprém	Külső-Kádártai út	*		
*	8200	Veszprém	Külső - Kádártai út	*			8200	Veszprém	Külső-Kádártai út	*		
*	8200	Veszprém	Március 15. út	*			8200	Veszprém	Március 15. utca	*		
*	8200	Veszprém	Mártírok utca	*			8200	Veszprém	Mártírok útja	*		
*	8200	Veszprém	Szeglethy u.	*			8200	Veszprém	Szeglethy György utca	*		
hupostapo	8202	Veszprém	Jutasi utca	32/2			8202	Veszprém	Jutasi út	32/2		
*	8220	Balatonalmádi	Balatonfuzfôi út	*			8220	Balatonalmádi	Balatonfűzfői út	*		
*	8220	Balatonalmádi	Balatonfüzfői út	*			8220	Balatonalmádi	Balatonfűzfői út	*		
*	8220	Balatonalmádi	Véghelyi Dezső utca				8220	Balatonalmádi	Véghely Dezső utca			
*	8227	Felsőörs	Szabadság utca	*			8227	Felsőörs	Szabadság tér	*		
*	0	Balatonfüred	Fűrdő utca	*			8230	Balatonfüred	Fürdő utca	*		
*	8230	Balatonfüred	Széchenyi út	*			8230	Balatonfüred	Széchenyi utca	*		
*	8230	Balatonfüred	Széchenyi István utca	*			8230	Balatonfüred	Széchenyi utca	*		
*	8230	Balatonfüred	széchenyi út				8230	Balatonfüred	Széchenyi utca			
*	8253	Révfülöp	Villa-Filip tér	*			8253	Révfülöp	Villa Filip tér	*		
*	8254	Kővágóörs	Jókai Mór utca	*			8254	Kővágóörs	Jókai utca	*		
*	8291	Nagyvázsony	Templom kert				8291	Nagyvázsony	2949609			
*	8296	Monostorapáti	Petőfi utca	*			8296	Monostorapáti	Petőfi Sándor utca	*		
*	8300	Tapolca	Juhász Gyula út		3437/49		8300	Tapolca	Juhász Gyula utca		3437/49	
hupostapo	8304	Tapolca	Derkovits utca	1			8304	Tapolca	Derkovits Gyula utca	1		
*	8308	Zalahaláp	Ady Endre utca	*			8308	Zalahaláp	Ady utca	*		
*	8308	Zalahaláp	Kossuth Lajos utca	*			8308	Zalahaláp	Kossuth utca	*		
*	8312	Balatonederics	Kossuth utca	*			8312	Balatonederics	Kossuth Lajos utca	*		
*	8314	Vonyarcvashegy	Kossuth utca	*			8314	Vonyarcvashegy	Kossuth Lajos utca	*		
*	8316	Várvölgy	Kossuth utca	*			8316	Várvölgy	Kossuth Lajos utca	*		
*	8319	Lesenceistvánd	Kossuth Lajos utca	*			8319	Lesenceistvánd	Kossuth utca	*		
*	8342	Óhíd	Petőfi utca	*			8342	Óhíd	Petőfi Sándor utca	*		
*	8347	Zalagyömörő	Rákóczi utca	*			8349	Zalagyömörő	Rákóczi Ferenc utca	*		
*	8351	Sümegprága	Rákóczi utca	*			8351	Sümegprága	Rákóczi Ferenc utca	*		
*	8354	Karmacs	Kisfaludi utca	*			8354	Karmacs	Kisfaludy Sándor utca	*		
*	8360	Keszthely	Bercsényi út	*			8360	Keszthely	Bercsényi Miklós utca	*		
*	0	Keszthely	Csapás út	*			8360	Keszthely	Csapás út	*		
*	8360	Keszthely	Csapás utca	*			8360	Keszthely	Csapás út	*		
*	8360	Keszthely	Csapás utca		2505/3		8360	Keszthely	Csapás út		2505/3	
*	0	Keszthely	Hévizi út				8360	Keszthely	Hévízi út			
*	8360	Keszthely	Kossuth utca	*			8360	Keszthely	Kossuth Lajos utca	*		
*	8360	Keszthely	Murvás utca	*			8360	Keszthely	Murvás út	*		
*	8360	Keszthely	Rákóczi Ferenc tér	*			8360	Keszthely	Rákóczi tér	*		
*	8360	Keszthely	Tapolcai út	.			8360	Keszthely	Tapolcai út			
hupostapo	8362	Keszthely	Felső Majori út	2/1			8362	Keszthely	Felsőmajori út	2/1		
*	8371	Nemesbük	Petőfi utca	*			8371	Nemesbük	Petőfi Sándor utca	*		
*	8380	Hévíz	Zrínyi utca	*			8380	Hévíz	Zrínyi Miklós utca	*		
hupostapo	8381	Hévíz	Kossuth utca	4			8381	Hévíz	Kossuth Lajos utca	4		
*	8391	Sármellék	Dózsa György út	*			8391	Sármellék	Dózsa György utca	*		
*	0	Alsópáhok	Hévízi út	*			8394	Alsópáhok	Hévízi utca	*		
*	8394	Alsópáhok	Hévíz utca				8394	Alsópáhok	Hévízi utca			
*	0	Ajka	Fő út				8400	Ajka	Fő út			
*	8400	Ajka	Pefőfi Sándor utca				8400	Ajka	Petőfi Sándor utca			
*	8401	Ajka	Szabadság tér	8			8400	Ajka	Szabadság tér	8		
*	8412	Gyulafirátót	Posta utca	*			8412	Veszprém	Posta utca	*		
*	8412	Veszprém	Vizi utca	*			8412	Veszprém	Vízi utca	*		
*	8415	Nagyesztergár	Radnóti utca	*			8415	Nagyesztergár	Radnóti Miklós utca	*		
*	8419	Csesznek	Vár út	*			8419	Csesznek	Vár utca	*		
*	8420	Bakonyszentlászlói	Állomás utca	*			8420	Zirc	Állomás utca	*		
*	8420	Zirc	Kossuth Lajos út				8420	Zirc	Kossuth Lajos utca			
*	8424	Jásd	Kossuth utca	*			8424	Jásd	Kossuth Lajos utca	*		
*	8427	Bakonybél	Pápai utca	*			8427	Bakonybél	Pápai út	*		
*	8431	Bakonyszentlászló	Petőfi utca	*			8431	Bakonyszentlászló	Petőfi Sándor utca	*		
*	8440	Herend	Vasút út	1/C			8440	Herend	Vasút utca	1/c		
*	8441	Márkó	Padányi Biró Márton tér	*			8441	Márkó	Padányi Bíró Márton tér	*		
*	8451	Ajka	Padragi út	*			8451	Ajka	Padragi utca	*		
*	8460	Devecser	Pápai út	*			8460	Devecser	Pápai utca	*		
hupostapo	8461	Devecser	Miskei út	10			8461	Devecser	Miskei utca	10		
*	8471	Káptalanfa	Rákóczi Ferenc utca	*			8471	Káptalanfa	Rákóczi utca	*		
*	8484	Nagyalásony	Kossuth utca	*			8484	Nagyalásony	Kossuth Lajos utca	*		
*	8492	Kerta	Kossuth utca	*			8492	Kerta	Kossuth Lajos utca	*		
*	8500	Papa	Celli utca	*			8500	Pápa	Celli út	*		
*	8500	Pápa	Jókai utca	*			8500	Pápa	Jókai Mór utca	*		
*	8500	Pápa	Jókai Mór u.	*			8500	Pápa	Jókai Mór utca	*		
*	8500	Pápa	Csóka fogadó, Jókai út	*			8500	Pápa	Jókai Mór utca	*		
*	8500	Pápa	Szentilonay József utca	*			8500	Pápa	Szentilonai József utca	*		
hupostapo	8503	Pápa	Gróf utca	48			8503	Pápa	Gróf út	48		
*	8511	Pápa	Borsosgyőri út	*			8511	Pápa	Borsosgyőri utca	*		
*	8521	Nagyacsád	Zrínyi utca	*			8521	Nagyacsád	Zrínyi Miklós utca	*		
*	8523	Egyházaskesző	Kossuth utca	*			8523	Egyházaskesző	Kossuth Lajos utca	*		
*	8541	Takácsi	Petőfi utca	*			8541	Takácsi	Petőfi Sándor utca	*		
*	8555	Bakonytamási	Petőfi utca	*			8555	Bakonytamási	Petőfi Sándor utca	*		
*	8563	Homokbödöge	Kossuth utca	*			8563	Homokbödöge	2602445	*		
*	8581	Bakonyjákó	Rákóczi utca	*			8581	Bakonyjákó	Rákóczi Ferenc utca	*		
*	8592	Dáka	Dózsa György utca	*			8592	Dáka	2602444	*		
*	8596	Pápakovácsi	Fő utca	*			8596	Pápakovácsi	2602179	*		
*	8598	Pápa	Tapolcafői utca	*			8598	Pápa	Tapolcafői út	*		
hucibatm	8600	Siófok	Szabadság tér	15			8600	Siófok	Fő tér	3		
*	8600	Siófok	Szabadság tér	*			8600	Siófok	Szabadság utca	*		
*	8600	Siófok	Vak Bottyán út	*			8600	Siófok	Vak Bottyán utca	*		
*	8600	Siófok	Wesselényi utca	*			8600	Siófok	Wesselényi Miklós utca	*		
*	8610	Siófok	Wesselényi utca	*			8600	Siófok	Wesselényi Miklós utca	*		
*	8621	Zamárdi	Siófoki utca	*			8621	Zamárdi	Siófoki út	*		
*	8622	Szántód	7. számú főközlekedési út, Siófoki út		4455/4		8622	Szántód	Siófoki út		4455/4	
*	8623	Balatonföldvár	Budapest utca				8623	Balatonföldvár	Budapesti út			
*	8630	Balatonboglár	Klapka utca	*			8630	Balatonboglár	Klapka György utca	*		
*	8646	Balatonfenyves	Kölcsey utca	*			8646	Balatonfenyves	Kölcsey Ferenc utca	*		
*	8648	Balatonkeresztúr	M7 Autópálya 167 Km. bal oldal				8648	Balatonkeresztúr	M7 autópálya			
*	8648	Balatonkeresztúr	M7 Autópálya 167 Km. jobb oldal				8648	Balatonkeresztúr	M7 autópálya			
*	8649	Balatonberény	KOSSUTH LAJOS u	*			8649	Balatonberény	Kossuth Lajos utca	*		
*	8654	Ságvár	Petőfi utca	*			8654	Ságvár	Petőfi Sándor utca	*		
*	8660	Tab	Kossuth Lajos út	*			8660	Tab	Kossuth Lajos utca	*		
*	8660	Tab	Siófoki út				8660	Tab	2949682			
*	8671	Kapoly	Rákóczi utca	*			8671	Kapoly	Rákóczi Ferenc utca	*		
*	8675	Andocs	SZENT FERENC tér	*			8675	Andocs	Szent Ferenc tér	*		
*	8693	Lengyeltóti	Csokonai utca	*			8693	Lengyeltóti	Csokonai Vitéz Mihály utca	*		
*	8693	Lengyeltóti	Rákóczi Ferenc utca	*			8693	Lengyeltóti	Rákóczi Ferenc út	*		
*	8693	Lengyeltóti	Zrínyi utca	*			8693	Lengyeltóti	Zrínyi Miklós utca	*		
*	8700	Marcali	Berzsenyi út	*			8700	Marcali	Berzsenyi utca	*		
*	8700	Marcali	Noszlopy utca	*			8700	Marcali	Noszlopy Gáspár utca	*		
*	8700	Marcali	Noszlopy út	*			8700	Marcali	Noszlopy Gáspár utca	*		
*	8700	Marcali	Rákóczi út	*			8700	Marcali	Rákóczi utca	*		
*	8716	Mesztegnyő	Vörösmarty Mihály utca	*			8716	Mesztegnyő	Vörösmarty utca	*		
*	8725	Iharosberény	Mártírok utca	*			8725	Iharosberény	Mártírok útja	*		
*	8741	Zalaapáti	Jókai utca	*			8741	Zalaapáti	Jókai Mór utca	*		
*	8742	Esztergályhorváti	Jókai utca	*			8742	Esztergályhorváti	Jókai Mór utca	*		
hupostapo	8754	Galambok	Ady utca	4/A			8754	Galambok	Ady Endre utca	4/a		
*	8754	Galambok	7ES főút	*			8754	Galambok	7. számú főközlekedési út	*		
*	8756	Nagyrécse	Kossuth út	*			8756	Nagyrécse	Kossuth Lajos utca	*		
*	8761	Pacsa	75 ÖS főút	*			8761	Pacsa	75. számú főközlekedési út	*		
*	8762	Szentpéterúr	Kossuth utca	*			8762	Szentpéterúr	Kossuth Lajos utca	*		
*	8767	Felsőrajk	Petőfi utca	*			8767	Felsőrajk	Petőfi Sándor utca	*		
*	8771	Hahót	Zrinyi utca	*			8771	Hahót	Zrínyi Miklós utca	*		
*	8772	Zalaszentbalázs	Kossuth utca	*			8772	Zalaszentbalázs	Kossuth Lajos utca	*		
*	8774	Gelse	Kossuth Lajos út	*			8774	Gelse	Kossuth Lajos utca	*		
*	8774	Gelse	Kossuth utca	95/B			8774	Gelse	Kossuth Lajos utca	95/b		
*	8778	Újudvar	Ország utca	*			8778	Újudvar	Ország út	*		
*	8782	Zalacsány	Zrínyi utca	*			8782	Zalacsány	Zrínyi Miklós utca	*		
*	8794	Kehidakustány	Kossuth Lajos utca	*			8784	Kehidakustány	Kossuth Lajos utca	*		
*	8788	Zalaszentlászló	Kossuth utca	*			8788	Zalaszentlászló	Kossuth Lajos utca	*		
*	8789	Zalaszentgrót	Hévízi utca	*			8789	Zalaszentgrót	Hévízi út	*		
*	8790	Zalaszentgrót	Batthyány L. utca	*			8790	Zalaszentgrót	Batthyány Lajos utca	*		
*	8798	Zalabér	Rákóczi utca	*			8798	Zalabér	Rákóczi Ferenc utca	*		
*	8800	Nagykanizsa	Balatoni út	*			8800	Nagykanizsa	Balaton utca	*		
*	8800	Nagykanizsa	Balatoni utca				8800	Nagykanizsa	Balaton utca			
*	8800	Nagykanizsa	Csengery utca	82/A			8800	Nagykanizsa	Csengery út	82/a		
*	8800	Nagykanizsa	Dózsa György út	*			8800	Nagykanizsa	Dózsa György utca	*		
*	8800	Nagykanizsa	Fő utca	*			8800	Nagykanizsa	Fő út	*		
*	8800	Nagykanizsa	Hevesi Sándor  utca	*			8800	Nagykanizsa	Hevesi Sándor utca	*		
*	8800	Nagykanizsa	Hevesi Sándor út				8800	Nagykanizsa	Hevesi Sándor utca			
*	8800	Nagykanizsa	Kinizsi út	*			8800	Nagykanizsa	Kinizsi utca	*		
*	8800	Nagykanizsa	Király u.	*			8800	Nagykanizsa	Király utca	*		
*	8800	Nagykanizsa	Sabján Gy. utca	*			8800	Nagykanizsa	Sabján Gyula utca	*		
*	0	Nagykanizsa	7. számú főközlekedési út és 74. sz főút				8800	Nagykanizsa	7. számú főközlekedési út			
hupostapo	8802	Nagykanizsa	Ady utca	67			8802	Nagykanizsa	Ady Endre utca	67		
*	8824	Sand	Kanizsa utca	*			8824	Sand	Kanizsai utca	*		
*	8834	Murakeresztúr	Honvéd út	*			8834	Murakeresztúr	Honvéd utca	*		
*	8840	Csurgó	Rákóczi utca	*			8840	Csurgó	Rákóczi Ferenc út	*		
*	8840	Csurgó	Rákóczi út		571/2		8840	Csurgó	Rákóczi Ferenc út		571/2	
*	8852	Zákány	Zrinyi tér	*			8852	Zákány	Zrínyi tér	*		
*	8862	Semjénháza	Kossuth Lajos út	*			8862	Semjénháza	Kossuth Lajos utca	*		
*	8863	Molnári	Kossuth Lajos út	*			8863	Molnári	Kossuth Lajos utca	*		
*	8868	Letenye	Bajcsy-Zsilinszki Endre utca	*			8868	Letenye	Bajcsy-Zsilinszky utca	*		
*	8868	Letenye	Bajcsy-Zsilinszky utca	.			8868	Letenye	Bajcsy-Zsilinszky utca			
*	8872	Muraszemenye	Rákóczi Ferenc út	*			8872	Muraszemenye	II. Rákóczi Ferenc út	*		
*	8881	Sormás	Külterület 28. - István hotel				8881	Sormás	Külterület	28		
*	8885	Borsfa	Zrinyi utca	*			8885	Borsfa	Zrínyi út	*		
*	8891	Bánokszentgyörgy	Kossuth út	*			8891	Bánokszentgyörgy	Kossuth Lajos utca	*		
hupostapo	8896	Pusztaszentlászló	Kossuth utca	121 hrsz			8896	Pusztaszentlászló	Kossuth Lajos utca		121	
*	8900	Zalaegerszeg	Balatoni utca	8/A			8900	Zalaegerszeg	Balatoni út	8/a		
husparsup	8900	Zalaegerszeg	Becsali köz	2-6			8900	Zalaegerszeg	Becsali út	2-6		
*	8900	Zalaegerszeg	Budai Nagy Antal út				8900	Zalaegerszeg	Budai Nagy Antal utca			
*	8900	Zalaegerszeg	Göcseji utca	*			8900	Zalaegerszeg	Göcseji út	*		
*	8900	Zalaegerszeg	Göcseji utca	37/A			8900	Zalaegerszeg	Göcseji út	37/a		
*	8900	Zalaegerszeg	Kinizsi utca	*			8900	Zalaegerszeg	Kinizsi Pál utca	*		
*	8900	Zalaegerszeg	Kossuth L. u.	*			8900	Zalaegerszeg	Kossuth Lajos utca	*		
*	8900	Zalaegerszeg	Kovács K. tér	4/A			8900	Zalaegerszeg	Kovács Károly tér	4/a		
*	8900	Zalaegerszeg	Landorhegyi u.	*			8900	Zalaegerszeg	Landorhegyi út	*		
*	8900	Zalaegerszeg	Mártirok út				8900	Zalaegerszeg	Mártírok útja			
*	9800	Zalaegerszeg	Patkó utca	*			8900	Zalaegerszeg	Patkó utca	*		
hupostacso	8910	Zalaegerszeg	Stadion utca	5			8900	Zalaegerszeg	Stadion utca	5		
*	8900	Zalaegerszeg	Zrínyi Miklós út	*			8900	Zalaegerszeg	Zrínyi Miklós utca	*		
*	8900	Zalaegerszeg	ZalaZone szervíz épület				8900	Zalaegerszeg	2949663			
*	8900	Zalaegerszeg	ZalaZone fogadó épület				8900	Zalaegerszeg	2949663			
hupostapo	8906	Zalaegerszeg	Köztársaság utca	65-67			8906	Zalaegerszeg	Köztársaság útja	65-67		
hupostapo	8907	Zalaegerszeg	Bozsoki út	1			8907	Zalaegerszeg	Bozsoki utca	1		
*	8921	Zalaszentiván	Hunyadi utca	*			8921	Zalaszentiván	Hunyadi János utca	*		
*	8924	Alsónemesapáti	Petőfi utca	*			8924	Alsónemesapáti	Petőfi Sándor utca	*		
*	8935	Nagykapornak	Petőfi utca	*			8935	Nagykapornak	Petőfi Sándor utca	*		
*	8945	Bak	Kossuth utca	*			8945	Bak	Kossuth Lajos utca	*		
*	8947	Zalatárnok	Vörösmarty utca	*			8947	Zalatárnok	Vörösmarty Mihály utca	*		
*	8951	Gutorfölde	Táncsics Mihály utca	*			8951	Gutorfölde	Táncsics utca	*		
*	8957	Csömödér	Rákóczi utca	*			8957	Csömödér	Rákóczi út	*		
*	8960	Lenti	Kossuth Lajos utca	*			8960	Lenti	Kossuth út	*		
*	8960	Lenti	Táncsics utca	*			8960	Lenti	Táncsics Mihály utca	*		
*	8960	Lenti	Széchenyi tér	*			8960	Lenti	2655927	*		
hupostapo	8961	Lenti	Zrinyi utca	1			8961	Lenti	Zrínyi Miklós utca	1		
*	8991	Teskánd	Petőfi utca	*			8991	Teskánd	Petőfi Sándor utca	*		
*	8992	Bagod	Kossuth utca	*			8992	Bagod	Kossuth Lajos utca	*		
*	8996	Zalacséb	Rákóczi utca	*			8996	Zalacséb	Rákóczi Ferenc utca	*		
hupostapo	9001	Győr	Bajcsy-Zsilinszky út	46			9001	Győr	Bajcsy-Zsilinszky utca	46		
*	9011	Győr	Törökverő utca	*			9011	Győr	Törökverő út	*		
*	9012	Gyor	Királyszéki út	*			9012	Győr	Királyszék út	*		
*	9012	Győr	Királyszék utca	*			9012	Győr	Királyszék út	*		
*	9012	Győr	Új-Élet utca	*			9012	Győr	Új élet út	*		
*	9021	Győr	Bajcsy-Zsilinszky út	36			9021	Győr	Bajcsy-Zsilinszky utca	36		
*	9022	Győr	Szent István út	29-31			9021	Győr	Szent István út	29-31		
*	9024	Győr	Bartók Béla utca	13			9023	Győr	Bartók Béla út	13		
hupostacso	9041	Győr	Fehérvári út	3			9023	Győr	Fehérvári út	3		
