poi_code	orig_postcode	orig_city	orig_street	orig_housenumber	orig_conscriptionnumber	orig_name	new_postcode	new_city	new_street	new_housenumber	new_conscriptionnumber	new_name
*	3047	Buják	Kossuth út	*			3047	Buják	Petőfi Sándor utca	*		
*	3052	Csécse	Rákóczi út	*			3052	Csécse	Rákóczi Ferenc út	*		
*	3060	Pásztó	Fő út	*			3060	Pásztó	Fő utca	*		
*	3060	Pásztó	Kölcsey út	*			3060	Pásztó	Kölcsey utca	*		
hupostapo	3061	Pásztó	Fő út	54/3			3061	Pásztó	Fő utca	54/3		
*	3068	Mátraszőlős	Felszabadulás út	*			3068	Mátraszőlős	Fő út	*		
*	3073	Tar	Szondi György út	*			3073	Tar	Szondy György utca	*		
*	3075	Nagybárkány	Petőfi út	*			3075	Nagybárkány	Petőfi utca	*		
*	3077	Mátraverebély	Lenin út	*			3077	Mátraverebély	Rét út	*		
*	3078	Bátonyterenye	Madách utca	*			3078	Bátonyterenye	Madách út	*		
*	3078	Bátonyterenye	Szent István utca	*			3078	Bátonyterenye	Szent István út	*		
*	3100	Salgótarján	Bem utca	*			3100	Salgótarján	Bem József utca	*		
*	3100	Salgótarján	Fő tér	*			3100	Salgótarján	Főtér	*		
*	3100	Salgótarján	Fürdő utca	*			3100	Salgótarján	Fürdő út	*		
*	3100	Salgótarján	Losonczi utca	*			3100	Salgótarján	Losonci út	*		
*	3100	Salgótarján	Pécskő utca	*			3100	Salgótarján	Pécskő út	*		
*	3100	Salgótarján	Rákóczi u.	*			3100	Salgótarján	Rákóczi út	*		
*	3100	Salgótarján	Rákóczi utca	*			3100	Salgótarján	Rákóczi út	*		
hupostapo	3101	Salgótarján	Fő tér	3			3101	Salgótarján	Főtér	3		
*	3100	Salgótarján	Budapesti út	*			3104	Salgótarján	Budapesti út	*		
*	3100	Salgótarján	Budapesti út				3104	Salgótarján	Budapesti út			
*	3126	Bárna	Petőfi utca	*			3126	Bárna	Petőfi út	*		
*	3127	Kazár	Damjanich út	*			3127	Kazár	Damjanich utca	*		
*	3131	Sóshartyán	Dózsa út	*			3131	Sóshartyán	Dózsa György utca	*		
*	3132	Nógrádmegyer	Petőfi út	*			3132	Nógrádmegyer	Petőfi utca	*		
*	3133	Magyargéc	Rákóczi út	*			3133	Magyargéc	Rákóczi utca	*		
*	3142	Mátraszele	Szabadság utca	*			3142	Mátraszele	Szabadság út	*		
hupostapo	3145	Mátraterenye	Kossuth Lajos út	177			3145	Mátraterenye	Kossuth út	177		
*	3151	Rákóczibánya	Fő tér	*			3151	Rákóczibánya	2595426	*		
*	3152	Nemti	Kossuth Lajos út	*			3152	Nemti	Kossuth utca	*		
*	3153	Dorogháza	Szent István út	*			3153	Dorogháza	Szent István utca	*		
*	3154	Szuha	Kossuth Lajos út	*			3154	Szuha	Kossuth Lajos utca	*		
*	3162	Ságújfalu	Dózsa György út	*			3162	Ságújfalu	Dózsa György utca	*		
*	3163	Karancsság	Kossuth Lajos út	*			3163	Karancsság	Kossuth Lajos utca	*		
*	3176	Hollókő	Kossuth Lajos út	*			3176	Hollókő	Kossuth út	*		
*	3177	Rimóc	Petőfi Sándor utca	*			3177	Rimóc	Petőfi Sándor út	*		
*	3179	Nógrádsipek	József Attila út	*			3179	Nógrádsipek	József Attila utca	*		
*	3182	Karancslapujtő	Kossuth Lajos út	*			3182	Karancslapujtő	Kossuth út	*		
*	3183	Karancskeszi	Béke út	*			3183	Karancskeszi	Béke utca	*		
*	3186	Litke	Kossuth Lajos út	*			3186	Litke	Kossuth Lajos utca	*		
*	3187	Nógrádszakál	Madách út	*			3187	Nógrádszakál	Madách Imre utca	*		
*	3188	Ludányhalászi	Kossuth Lajos út	*			3188	Ludányhalászi	Kossuth Lajos utca	*		
*	3200	Gyöngyös	Kenyérgyár út	*			3200	Gyöngyös	Kenyérgyár utca	*		
*	3200	Gyöngyös	Páter Kis Szaléz út	*			3200	Gyöngyös	Páter Kiss Szaléz utca	*		
*	3200	Gyöngyös	Pesti utca	*			3200	Gyöngyös	Pesti út	*		
*	3200	Gyöngyös	Róbert Károly utca				3200	Gyöngyös	Róbert Károly út			
*	3200	Gyöngyös	Szent Bertalan u.	*			3200	Gyöngyös	Szent Bertalan utca	*		
*	3200	Gyöngyös	Vásár út	*			3200	Gyöngyös	Vásár utca	*		
*	3200	Gyöngyös	Vértanú út	*			3200	Gyöngyös	Vértanú utca	*		
hupostapo	3201	Gyöngyös	Páter Kis Szaléz út	9-11			3201	Gyöngyös	Páter Kiss Szaléz utca	9-11		
hupostapo	3202	Gyöngyös	Szövetkezeti út	2			3202	Gyöngyös	Szövetkezet utca	2		
*	3212	Gyöngyöshalász	Árpád utca	*			3212	Gyöngyöshalász	Árpád út	*		
*	3231	Gyöngyössolymos	Bartók út	*			3231	Gyöngyössolymos	Bartók Béla út	*		
hupostapo	3233	Gyöngyös	Fő út				3233	Gyöngyös	Fő tér			
hupostapo	3240	Parád	Kossuth út	140			3240	Parád	Kossuth Lajos út	140		
*	3242	Parádsasvár	Kossuth út	*			3242	Parádsasvár	Kossuth Lajos utca	*		
*	3243	Bodony	Kossuth út	*			3243	Bodony	Kossuth Lajos utca	*		
*	3245	Recsk	Várbükki út	*			3245	Recsk	Várbükki utca	*		
*	3247	Mátraballa	Iskola út	*			3247	Mátraballa	Iskola utca	*		
*	3250	Pétervására	Kossuth út	*			3250	Pétervására	Kossuth Lajos út	*		
*	3252	Erdőkövesd	Hunyadi utca	*			3252	Erdőkövesd	Hunyadi János út	*		
hupostapo	3253	Istenmezeje	Ady Endre utca	3/A			3253	Istenmezeje	Ady Endre út	3/a		
*	3254	Váraszó	Szabadság út	*			3254	Váraszó	Szabadság utca	*		
*	3262	Markaz	Fő út	*			3262	Markaz	Fő utca	*		
*	3263	Domoszló	Deák tér	*			3263	Domoszló	Deák Ferenc tér	*		
*	3264	Kisnána	Béke út	*			3264	Kisnána	Béke utca	*		
*	3271	Visonta	Táncsics út	*			3271	Visonta	Táncsics Mihály utca	*		
*	3273	Halmajugra	Kossuth út	*			3273	Halmajugra	Kossuth Lajos utca	*		
*	3275	Detk	Rákóczi út	*			3275	Detk	Rákóczi Ferenc utca	*		
*	3200	Karácsond	M3 autópálya	*			3281	Karácsond	M3 autópálya	*		
*	3282	Nagyfüged	Kossuth út	*			3282	Nagyfüged	Kossuth Lajos út	*		
*	3283	Tarnazsadány	Kossuth út	*			3283	Tarnazsadány	Kossuth Lajos út	*		
*	3291	Vámosgyörk	István Király út	*			3291	Vámosgyörk	István király út	*		
*	3291	Vámosgyörk	Petőfi út	*			3291	Vámosgyörk	Petőfi Sándor utca	*		
*	3292	Adács	Kossuth út	*			3292	Adács	Kossuth Lajos utca	*		
*	3294	Tarnaörs	Petőfi út	*			3294	Tarnaörs	Petőfi Sándor út	*		
*	3300	Eger	Almagyar út	*			3300	Eger	Almagyar utca	*		
*	3300	Eger	Érsek u.	*			3300	Eger	Érsek utca	*		
*	3300	Eger	II. Rákóczi Ferenc utca	*			3300	Eger	II. Rákóczi Ferenc út	*		
*	3300	Eger	Rákóczi út	*			3300	Eger	II. Rákóczi Ferenc út	*		
*	3300	Eger	Rákóczi út				3300	Eger	II. Rákóczi Ferenc út			
*	3300	Eger	II. Rákóczi Ferenc utca				3300	Eger	II. Rákóczi Ferenc út			
*	3300	Eger	KISTÁLYAI út	*			3300	Eger	Kistályai út	*		
*	3300	Eger	Mátyás Király út	*			3300	Eger	Mátyás király út	*		
*	3300	Eger	Napsugár út	*			3300	Eger	Napsugár utca	*		
*	3300	Eger	Széchenyi utca	*			3300	Eger	Széchenyi István utca	*		
*	3300	Eger	Törvényház utca	*			3300	Eger	Törvényház út	*		
*	3300	Eger	Törvényház utca 4., Agria park				3300	Eger	Törvényház út	4		
*	3300	Eger	Mindszenty Gedeon utca	*			3300	Eger	2803169	*		
hupostapo	3301	Eger	Rákóczi út	100			3301	Eger	II. Rákóczi Ferenc út	100		
hupostapo	3301	Eger	Széchenyi út	22			3301	Eger	Széchenyi István utca	22		
hupostapo	3304	Eger	Kovács Jakab út	98			3304	Eger	Kovács Jakab utca	98		
hupostapo	3305	Eger	Vallon út	6			3305	Eger	Vallon utca	6		
*	3321	Egerbakta	Szalóki út	*			3321	Egerbakta	Szalóki utca	*		
*	3322	Hevesaranyos	Szabadság út	*			3322	Hevesaranyos	Szabadság utca	*		
*	3324	Felsőtárkány	FŐ út	*			3324	Felsőtárkány	Fő út	*		
*	3326	Ostoros	Széchenyi út	*			3326	Ostoros	Széchenyi István út	*		
*	3328	Egerszólát	Fő út	*			3328	Egerszólát	Fő utca	*		
*	3332	Sirok	Borics Pál út	*			3332	Sirok	Borics Pál utca	*		
*	3344	Mikófalva	Rákóczi út	*			3344	Mikófalva	II. Rákóczi Ferenc utca	*		
*	3347	Balaton	Kossuth út	*			3347	Balaton	Kossuth Lajos út	*		
*	3349	Nagyvisnyó	Ifjuság út	*			3349	Nagyvisnyó	Ifjúság utca	*		
*	3350	Kál	Rekettyés pihenő	*			3350	Kál	Rekettyés pihenőhely	*		
*	3350	Kál	Rózsa Ferenc út	*			3350	Kál	Rózsa utca	*		
*	3351	Verpelét	Kossuth út	*			3351	Verpelét	Kossuth Lajos út	*		
*	3353	Aldebrő	Grassalkovich út	*			3353	Aldebrő	Grassalkovich Antal út	*		
*	3354	Tófalu	Kossuth út	*			3354	Tófalu	Kossuth Lajos utca	*		
*	3355	Kápolna	3.sz. fkl. út				3355	Kápolna	3. számú főközlekedési út			
*	3356	Kompolt	Széchenyi út	*			3356	Kompolt	Széchenyi utca	*		
*	3358	Erdőtelek	Fő út	*			3358	Erdőtelek	Fő utca	*		
*	3360	Heves	Deák Ferenc út	*			3360	Heves	Deák Ferenc utca	*		
*	3368	Boconád	Kossuth út	*			3368	Boconád	Kossuth Lajos út	*		
*	3369	Tarnabod	Kossuth tér	*			3369	Tarnabod	Kossuth Lajos tér	*		
*	3371	Átány	Rákóczi út	*			3371	Átány	II. Rákóczi Ferenc út	*		
*	3374	Dormánd	Dózsa György út	*			3374	Dormánd	Dózsa út	*		
*	3377	Szihalom	Temető út	*			3377	Szihalom	Temető utca	*		
*	3381	Pély	Fő út	*			3381	Pély	Fő utca	*		
*	3384	Kisköre	Kossuth út	*			3384	Kisköre	Kossuth Lajos út	*		
*	3385	Tiszanána	Martinovics út	*			3385	Tiszanána	Martinovics Ignác út	*		
*	3388	Poroszló	33. számú főközlekedési út, Fő út	*			3388	Poroszló	Fő út	*		
*	3388	Poroszló	Kossuth Lajos utca	*			3388	Poroszló	Kossuth út	*		
*	3390	Füzesabony	Maklári út	.			3390	Füzesabony	Maklári út			
*	3390	Füzesabony	Rákóczi út	*			3390	Füzesabony	Rákóczi Ferenc út	*		
hupostapo	3391	Füzesabony	Rákóczi út	56			3391	Füzesabony	Rákóczi Ferenc út	56		
*	3394	Egerszalók	Kossuth út	*			3394	Egerszalók	Kossuth Lajos út	*		
*	3397	Maklár	József Attila út	*			3397	Maklár	József Attila utca	*		
*	3399	Andornaktálya	Rákóczi út	*			3399	Andornaktálya	II. Rákóczi Ferenc út	*		
*	3400	Mezőkövesd	Egri utca	*			3400	Mezőkövesd	Egri út	*		
*	3400	Mezőkövesd	Mátyás Király út	*			3400	Mezőkövesd	Mátyás király út	*		
*	3400	Mezőkövesd	Mátyás király utca	*			3400	Mezőkövesd	Mátyás király út	*		
*	3400	Mezőkövesd	Mátyás kiráy utca	*			3400	Mezőkövesd	Mátyás király út	*		
hupostapo	3401	Mezőkövesd	Alkotmány utca	1			3401	Mezőkövesd	Alkotmány út	1		
*	3412	Bogács	Alkotmány út	*			3412	Bogács	Alkotmány utca	*		
*	3413	Cserépfalu	Kossuth út	*			3413	Cserépfalu	Kossuth Lajos utca	*		
*	3413	Cserépfalu	Noszvaji út	*			3413	Cserépfalu	Noszvaji utca	*		
*	3414	Bükkzsérc	Kossuth út	*			3414	Bükkzsérc	Kossuth Lajos utca	*		
*	3418	Szentistván	Széchenyi út	*			3418	Szentistván	Széchenyi utca	*		
*	3421	Mezőnyárád	Szent István király utca	*			3421	Mezőnyárád	Szent István király út	*		
*	3423	Tibolddaróc	Tompa út	*			3423	Tibolddaróc	Tompa utca	*		
*	3425	Sály	Kossuth út	*			3425	Sály	Kossuth Lajos utca	*		
*	3432	Emőd	Vörösmarty utca	*			3432	Emőd	Vörösmarty út	*		
*	3433	Nyékládháza	Kossuth út	*			3433	Nyékládháza	Kossuth Lajos utca	*		
*	3434	Mályi	Fő út	*			3434	Mályi	Fő utca	*		
*	3441	Mezőkeresztes	Ady Endre út	*			3441	Mezőkeresztes	Ady Endre utca	*		
*	3441	Mezőkeresztes	Dózsa György utca	*			3441	Mezőkeresztes	Dózsa György út	*		
*	3443	Mezőnagymihály	Kossuth út	*			3443	Mezőnagymihály	Kossuth utca	*		
*	3444	Gelej	Kossuth út	*			3444	Gelej	Kossuth Lajos utca	*		
*	3444	Gelej	M3 jobb pihenő	*			3444	Gelej	M3 autópálya	*		
*	3450	Mezőcsát	Kiss József út	*			3450	Mezőcsát	Kiss József utca	*		
*	3458	Tiszakeszi	Községháza út	*			3458	Tiszakeszi	Községháza utca	*		
*	3459	Igrici	Kossuth út	*			3459	Igrici	Kossuth utca	*		
*	3467	Ároktő	Széchenyi út	*			3467	Ároktő	Széchenyi utca	*		
*	3501	Miskolc	Kazinczy út	*			3501	Miskolc	Kazinczy Ferenc utca	*		
hupostapo	3503	Miskolc	Bajcsy Zsilinszky Endre út	2-4			3503	Miskolc	Bajcsy-Zsilinszky út	2-4		
hupostapo	3505	Miskolc	Győri kapu kapu	51/A			3505	Miskolc	Győri kapu	51/a		
hupostapo	3506	Miskolc	Kassai út	94			3506	Miskolc	Kassai utca	94		
hupostapo	3507	Miskolc	Bornemissza út	8			3507	Miskolc	Bornemissza Gergely utca	8		
hupostacso	3550	Miskolc	Mésztelep utca	1/a			3508	Miskolc	Mésztelep utca	1/a		
*	3508	Miskolc	Templom út	*			3508	Miskolc	Templom utca	*		
hupostapo	3509	Miskolc	Andrássy út	43			3509	Miskolc	Andrássy utca	43		
hupostapo	3510	Miskolc	Kiss tábornok út	30			3510	Miskolc	Kiss tábornok utca	30		
hupostapo	3515	Miskolc	Egyetem 				3515	Miskolc	Egyetem út			
*	3508	Miskolc	Pesti út 19., park				3516	Miskolc	Pesti út	19		
*	3524	Miskolc	Testvérvárosok út	*			3524	Miskolc	Testvérvárosok útja	*		
*	3500	Miskolc	Dayka Gábor utca	2			3525	Miskolc	Dayka Gábor utca	2		
*	3525	Miskolc	Déryné u.	*			3525	Miskolc	Déryné utca	*		
*	3525	Miskolc	Kazinczy utca	*			3525	Miskolc	Kazinczy Ferenc utca	*		
*	3500	Miskolc	Palóczy László utca	7			3525	Miskolc	Palóczy László utca	7		
*	3500	Miskolc	Régiposta utca	22			3525	Miskolc	Régiposta utca	22		
*	3525	Miskolc	Széchenyi István út	111			3525	Miskolc	Széchenyi István utca	111		
*	3530	Miskolc	Széchenyi utca	29			3525	Miskolc	Széchenyi István utca	29		
*	3525	Miskolc	Széchenyi István út	3-9			3525	Miskolc	Széchenyi István utca	3-9		
*	3525	Miskolc	Széchenyi István út	7			3525	Miskolc	Széchenyi István utca	7		
*	3530	Miskolc	Városház tér	9			3525	Miskolc	Városház tér	9		
*	3527	Miskolc	vologda út				3525	Miskolc	Vologda utca			
*	3526	Miskolc	Szeles út				3526	Miskolc	Szeles utca			
*	3527	Miskolc	Szentpéteri kapu	*			3526	Miskolc	Szentpéteri kapu	*		
*	3531	Miskolc	Szentpéteri kapu	*			3526	Miskolc	Szentpéteri kapu	*		
*	3527	Miskolc	szentpéteri kapu				3526	Miskolc	Szentpéteri kapu			
*	3526	Miskolc	Boldva utca	*			3527	Miskolc	Boldva utca	*		
*	3527	Miskolc	József Attila utca	*			3527	Miskolc	József Attila út	*		
*	3501	Miskolc	József Attila út	*			3527	Miskolc	József Attila út	*		
*	0	Miskolc	József Attila út	*			3527	Miskolc	József Attila út	*		
*	3527	Miskolc	Bajcsy-Zsilinszky utca	2-4			3530	Miskolc	Bajcsy-Zsilinszky út	2-4		
*	3527	Miskolc	Bajcsy-Zsilinszky út	2-4			3530	Miskolc	Bajcsy-Zsilinszky út	2-4		
*	3500	Miskolc	Kandia utca				3530	Miskolc	Kandia utca			
*	3533	Miskolc	Király utca	1/A			3530	Miskolc	Király utca	1/a		
*	3531	Miskolc	Nagyváthy János utca	1			3530	Miskolc	Nagyváthy János utca	1		
*	3530	Miskolc	Széchenyi utca	46			3530	Miskolc	Széchenyi István utca	46		
*	3530	Miskolc	Széchenyi István út	70			3530	Miskolc	Széchenyi István utca	70		
*	3530	Miskolc	Széchenyi István út	88			3530	Miskolc	Széchenyi István utca	88		
*	3530	Miskolc	Vörösmarty utca	*			3530	Miskolc	Vörösmarty Mihály utca	*		
*	0	Miskolc	Győri kapu - Vologda utca  sarok				3531	Miskolc	Győri kapu			
hupostacso	3550	Miskolc	Andrássy utca	43			3533	Miskolc	Andrássy utca	43		
*	3532	Miskolc	Újgyőri főtér	*			3533	Miskolc	Újgyőri főtér	*		
*	3534	Miskolc	Árpád út út	62/A			3534	Miskolc	Árpád út	62/a		
*	3534	Miskolc	Kiss tábornok út - Kandó Kálmán utca	*			3534	Miskolc	Kiss tábornok utca	*		
*	3534	Miskolc	Kiss Tábornok út	*			3534	Miskolc	Kiss tábornok utca	*		
*	3534	Miskolc	Kiss Tábornok utca				3534	Miskolc	Kiss tábornok utca			
*	3551	Ónod	Rákóczi út	*			3551	Ónod	Rákóczi utca	*		
*	3553	Kistokaj	Széchenyi István utca	*			3553	Kistokaj	Széchenyi utca	*		
*	3554	Bükkaranyos	Petőfi út	*			3554	Bükkaranyos	Petőfi Sándor utca	*		
*	3555	Harsány	Kossuth út	*			3555	Harsány	Kossuth Lajos utca	*		
*	3556	Kisgyőr	Kossuth Lajos utca	*			3556	Kisgyőr	Kossuth Lajos út	*		
*	3557	Bükkszentkereszt	Kossuth út	*			3557	Bükkszentkereszt	Kossuth Lajos utca	*		
*	3561	Felsőzsolca	Bólyai János utca	*			3561	Felsőzsolca	Bolyai János utca	*		
*	3561	Felsőzsolca	Kassai út	*			3561	Felsőzsolca	Kassai utca	*		
*	3562	Onga	Rózsa út	*			3562	Onga	Rózsa utca	*		
*	3563	Hernádkak	Petőfi Sándor utca	*			3563	Hernádkak	Petőfi utca	*		
*	3563	Hernádkak	Széchenyi utca	1/A			3563	Hernádkak	Széchenyi István utca	1/a		
*	3564	Hernádnémeti	Dózsa György út	*			3564	Hernádnémeti	Dózsa György utca	*		
*	3565	Tiszalúc	Jókai út	*			3565	Tiszalúc	Jókai utca	*		
*	3571	Alsózsolca	Kossuth út	*			3571	Alsózsolca	Kossuth Lajos utca	*		
*	3571	Alsózsolca	Kossuth Lajos út	*			3571	Alsózsolca	Kossuth Lajos utca	*		
*	3573	Sajópetri	Téglás út	*			3573	Sajópetri	Téglás utca	*		
*	3574	Bőcs	Rákóczi út	*			3574	Bőcs	Rákóczi Ferenc utca	*		
*	3575	Berzék	Rákóczi út	*			3575	Berzék	Rákóczi Ferenc utca	*		
*	3576	Sajóhídvég	Táncsics út	*			3576	Sajóhídvég	Táncsics Mihály utca	*		
*	3578	Girincs	Rákóczi út	*			3578	Girincs	Rákóczi Ferenc utca	*		
*	3579	Kesznyéten	Szabadság út	*			3579	Kesznyéten	Szabadság utca	*		
*	3580	Tiszaújváros	Kazinczy utca	*			3580	Tiszaújváros	Kazinczy út	*		
*	3580	Tiszaújváros	Lévai József utca	*			3580	Tiszaújváros	Lévay József út	*		
*	3580	Tiszaújváros	Szent István utca	4/B			3580	Tiszaújváros	Szent István út	4/b		
hupostapo	3585	Tiszaújváros	Bocskai út	29			3585	Tiszaújváros	Bocskai István út	29		
*	3587	Tiszapalkonya	Bem út	*			3587	Tiszapalkonya	Bem utca	*		
*	3589	Tiszatarján	Árpád út	*			3589	Tiszatarján	Árpád utca	*		
*	3592	Nemesbikk	Petőfi út	*			3592	Nemesbikk	Petőfi utca	*		
*	3593	Hejőbába	Fő út	*			3593	Hejőbába	Fő utca	*		
*	3594	Hejőpapi	Posta út	*			3594	Hejőpapi	Posta utca	*		
*	3597	Hejőkeresztúr	Petőfi Sándor út	*			3597	Hejőkeresztúr	Petőfi Sándor utca	*		
*	3600	Ózd	Árpád Vezér út	*			3600	Ózd	Árpád vezér út	*		
*	3600	Ózd	Bolyki főközlekedési út	*			3600	Ózd	Bolyki főút	*		
*	3600	Ózd	Brassói utca	*			3600	Ózd	Brassói út	*		
*	3600	Ózd	Sárli utca	*			3600	Ózd	Sárli út	*		
*	3600	Ózd	Vasvár utca	*			3600	Ózd	Vasvár út	*		
hupostapo	3601	Ózd	Munkás utca	14			3601	Ózd	Munkás út	14		
*	3603	Ózd	Mekcsey út	*			3603	Ózd	Mekcsey István út	*		
*	3621	Ózd	Uraji út	*			3621	Ózd	Uraj út	*		
hupostapo	3623	Borsodszentgyörgy	Szentgyörgy út	120/A			3623	Borsodszentgyörgy	Szent György utca	120/a		
hupostapo	3626	Hangony	Rákóczi út	169/A			3626	Hangony	Rákóczi Ferenc út	169/a		
*	3627	Domaháza	Dózsa út	*			3627	Domaháza	Dózsa György utca	*		
*	3641	Nagybarca	Kossuth út	*			3641	Nagybarca	Kossuth utca	*		
*	3642	Bánhorváti	Ifjúság út	*			3642	Bánhorváti	Ifjúság utca	*		
*	3644	Tardona	Kossuth út	*			3644	Tardona	Kossuth Lajos utca	*		
*	3645	Mályinka	Kossuth út	*			3645	Mályinka	Kossuth Lajos utca	*		
hupostapo	3645	Mályinka	Kossuth út	12			3645	Mályinka	Kossuth Lajos utca	18		
*	3646	Nekézseny	Kossuth út	*			3646	Nekézseny	Kossuth Lajos utca	*		
*	3647	Csokvaomány	Kossuth út	*			3647	Csokvaomány	Kossuth utca	*		
*	3648	Csernely	Táncsics út	*			3648	Csernely	Táncsics Mihály út	*		
*	3651	Ózd	Centeri út	*			3651	Ózd	Center út	*		
*	3652	Sajónémeti	Szabadság út	*			3652	Sajónémeti	Szabadság utca	*		
*	3654	Bánréve	Petőfi út	*			3654	Bánréve	Petőfi Sándor utca	*		
*	3656	Sajóvelezd	Rákóczi út	*			3656	Sajóvelezd	Rákóczi Ferenc utca	*		
*	3657	Királd	Alsótelep út	*			3657	Királd	Alsótelep utca	*		
*	3658	Borsodbóta	Széchenyi út	*			3658	Borsodbóta	Széchenyi utca	*		
*	3659	Sáta	Kossuth út	*			3659	Sáta	Kossuth utca	*		
*	3662	Ózd	Vörösmarty út	*			3662	Ózd	Vörösmarty utca	*		
*	3664	Járdánháza	Iv. Béla út	*			3664	Járdánháza	IV. Béla utca	*		
*	3671	Borsodnádasd	Rákóczi út	*			3671	Borsodnádasd	Rákóczi Ferenc utca	*		
*	3700	Kazincbarcika	Attila út	10/B			3700	Kazincbarcika	Attila utca	10/b		
*	3700	Kazincbarcika	Bercsényi út	*			3700	Kazincbarcika	Bercsényi utca	*		
*	3700	Kazincbarcika	Egressy Béni utca	*			3700	Kazincbarcika	Egressy Béni út	*		
*	3700	Kazincbarcika	Jószerencsét út	*			3700	Kazincbarcika	Jó szerencsét út	*		
*	3700	Kazincbarcika	Múcsonyi út				3700	Kazincbarcika	Mucsonyi út			
hupostapo	3703	Kazincbarcika	Babits út	1			3703	Kazincbarcika	Babits Mihály utca	1		
*	3704	Berente	Kandó Kálmán út	*			3704	Berente	Kandó Kálmán utca	*		
hupostapo	3705	Kazincbarcika	Akácfa út	4			3705	Kazincbarcika	Akácfa utca	4		
*	3711	Szirmabesenyő	Kossuth út	*			3711	Szirmabesenyő	Kossuth utca	*		
*	3712	Sajóvámos	Dózsa György út	*			3712	Sajóvámos	Dózsa utca	*		
*	3713	Arnót	Petőfi út	*			3713	Arnót	Petőfi Sándor utca	*		
*	3714	Sajópálfala	Szabadság út	*			3714	Sajópálfala	Szabadság utca	*		
*	3715	Gesztely	Damjanich út	*			3715	Gesztely	Damjanich utca	*		
*	3716	Újcsanálos	Rákóczi út	*			3716	Újcsanálos	Rákóczi utca	*		
*	3718	Megyaszó	Alkotmány út	*			3718	Megyaszó	Alkotmány utca	*		
*	3720	Sajókaza	Kossuth út	*			3720	Sajókaza	Kossuth Lajos utca	*		
*	3721	Felsőnyárád	Alkotmány út	*			3721	Felsőnyárád	Alkotmány utca	*		
*	3723	Zubogy	Petőfi út	*			3723	Zubogy	Petőfi Sándor út	*		
hupostapo	3724	Ragály	Dózsa György út	2/A			3724	Ragály	Dózsa György utca	2/a		
*	3733	Rudabánya	Petőfi út	*			3733	Rudabánya	Petőfi Sándor út	*		
*	3733	Rudabánya	Petőfi Sándor utca	*			3733	Rudabánya	Petőfi Sándor út	*		
*	3734	Szuhogy	József Attila út	*			3734	Szuhogy	József Attila utca	*		
*	3735	Felsőtelekes	Szabadság út	*			3735	Felsőtelekes	Szabadság utca	*		
*	3741	Izsófalva	Izsó út	*			3741	Izsófalva	Izsó Miklós út	*		
*	3742	Rudolftelep	Népkert út	*			3742	Rudolftelep	Népkert utca	*		
*	3743	Ormosbánya	Fő út	*			3743	Ormosbánya	Fő utca	*		
*	3744	Múcsony	Fő út	*			3744	Múcsony	Fő utca	*		
*	3744	Múcsony	Kossuth út	*			3744	Múcsony	Kossuth Lajos út	*		
*	3756	Perkupa	Kossuth út	*			3756	Perkupa	Kossuth Lajos út	*		
*	3758	Jósvafő	Ady Endre út	*			3758	Jósvafő	Ady Endre utca	*		
*	3759	Aggtelek	Kossuth út	*			3759	Aggtelek	Kossuth Lajos út	*		
*	3761	Szin	Szabadság út	*			3761	Szin	Szabadság utca	*		
*	3763	Bódvaszilas	Kossuth út	*			3763	Bódvaszilas	Kossuth Lajos út	*		
*	3767	Tornanádaska	Kossuth út	*			3767	Tornanádaska	Kossuth Lajos út	*		
*	3770	Sajószentpéter	Kossuth út	*			3770	Sajószentpéter	Kossuth Lajos út	*		
*	3775	Kondó	Szabadság út	*			3775	Kondó	Szabadság utca	*		
*	3776	Radostyán	Ady Endre út	*			3776	Radostyán	Ady Endre utca	*		
*	3777	Parasznya	Rákóczi út	*			3777	Parasznya	Rákóczi Ferenc utca	*		
*	3778	Varbó	Rákóczi út	*			3778	Varbó	Rákóczi Ferenc utca	*		
*	3779	Alacska	Kossuth út	*			3779	Alacska	Kossuth utca	*		
*	3786	Lak	Kossuth út	*			3786	Lak	Kossuth Lajos út	*		
*	3791	Sajókeresztúr	Rákóczi út	*			3791	Sajókeresztúr	Rákóczi utca	*		
*	3792	Sajóbábony	Erkel Ferenc út	*			3792	Sajóbábony	Erkel Ferenc utca	*		
*	3793	Sajóecseg	Széchenyi út	*			3793	Sajóecseg	Széchenyi utca	*		
*	3795	Hangács	Rákóczi út	*			3795	Hangács	Rákóczi Ferenc utca	*		
hupostapo	3796	Borsodszirák	Állomás út	2/A			3796	Borsodszirák	Állomás utca	2/a		
*	3800	Szikszó	Bolt út	*			3800	Szikszó	Bolt utca	*		
*	3811	Alsóvadász	Fő út	*			3811	Alsóvadász	Fő utca	*		
*	3812	Homrogd	Kossuth út	*			3812	Homrogd	Kossuth utca	*		
*	3825	Rakaca	Petőfi út	*			3825	Rakaca	Petőfi Sándor utca	*		
*	3831	Kázsmárk	Fő út	*			3831	Kázsmárk	Fő utca	*		
*	3841	Aszaló	Kossuth út	*			3841	Aszaló	Kossuth utca	*		
*	3842	Halmaj	Fő út	*			3842	Halmaj	Fő utca	*		
*	3847	Felsődobsza	Petőfi út	*			3847	Felsődobsza	Petőfi utca	*		
*	3848	Csobád	Petőfi út	*			3848	Csobád	Petőfi Sándor utca	*		
*	3849	Forró	Fő út	*			3849	Forró	Fő utca	*		
